size,time,wins,games_played,percent_wins
5,50,120,200,0.6
6,50,117,200,0.585
7,50,135,200,0.675
8,50,144,199,0.7236180904522613
9,50,123,200,0.615
10,50,137,200,0.685
11,50,140,200,0.7
12,50,145,199,0.7286432160804021
13,50,152,200,0.76
14,50,159,200,0.795
